"PAPOO GAMES","['Education, Apprentissage', 'edtech', 'serious games', 'studio', 'conception', 'applications', 'ludiques', 'BtoC']","Studio spécialisé dans la conception d’applications ludiques"
"BLOC IN BLOC","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'application', 'visualisation', 'projet', 'construction', 'rénovation', 'réalité augmentée', 'BtoB']","Propose une application permettant la visualisation d’un projet de construction ou de rénovation en réalité augmentée"
"ELEMENTS","['Cleantech, Energie', 'echotech', 'energie', 'Produit', 'électricité', 'vert', 'BtoB']","Produit et fournit de l’électricité verte"
"GLEAMER","['Santé, Biotech, Chimie', 'Health Tech', 'ia', 'radiologie', 'santé', 'station', 'BtoB']","Une station de travail basée sur l'IA pour améliorer la productivité des radiologues"
"ARKOLIA ENERGIES","['Cleantech, Energie', 'Energie éolienne', 'biomasse', 'biogaz', 'méthanisation', 'éolien', 'énergie', 'BtoB']","Expert biomasse, solaire et éolien"
"JE CREE MON CADEAU","['Services aux particuliers', 'offre', 'cadeau', 'personnalisé', 'BtoC']","Offrir des cadeaux évocateurs"
"BRAINCITIES LAB","['Emploi, Job', 'HR', 'Smartcities', 'Finance', 'IA', 'blockchain', 'BtoB']","Façonner l'avenir avec l'IA et blockchain une ville à la fois"
"ZOOV","['Transport & Logistique', 'Moto, Vélo', 'location', 'vélo', 'électrique', 'partagé', 'durable', 'BtoC']","Le vélo électrique partagé durable"
"GEEK SCHOOL","['Education, Apprentissage', 'Ecole', 'programmation', 'initiation', 'edtech', 'geek', 'BtoC']","Ecole de programmation pour enfants et adolescents"
"EDUKERA","['Education, Apprentissage', 'soutien', 'scolaire', 'edtech', 'assistant', 'Logique', 'Maths', 'BtoC']","Un assistant de démonstration dédié à l'enseignement de la Logique et des Maths"
"JURIPREDIS","['Services aux entreprises', 'Juridique, Administratif', 'moteur de recherche', 'juridique', 'pertinent', 'droit; legaltech', 'BtoB']","Moteur de recherche jurisprudentielle intelligent pour des résultats pertinents en un temps record"
"WEB2CONTACT","['Services aux entreprises', 'Productivité', 'Logiciel', 'gestion', 'centre de contacts', 'phoning', 'BtoB']","Logiciel de gestion d'un centre de contacts"
"DIGIREWARD","['Services aux entreprises', 'Productivité', 'Solution', 'web', 'omnicanale', 'engagement', 'clients', 'fidélisation', 'BtoB']","1ère solution de reward, créatrice d'engagement et de data omnicanale"
"APIKI","['Jeux, Jouets', 'vente', 'jouets', 'enfants', 'BtoC']","Des jouets plein de sens pour enfants ouverts sur le monde"
"POPOTE","['Restauration, Cuisine, Alimentation', 'Nourriture pour bébé', 'Bébé', 'food', 'nourriture', 'BtoC']","Bébéfood nouvelle génération pour parents contemporains"
"KEED","['Art, Culture, Loisirs, Sport', 'Photograhie, Peinture', 'fabrique', 'souvenirs', 'enfants', 'BtoC']","La fabrique à souvenirs des tout petits"
"WOASH","['Emploi, Job', 'cours particuliers', 'professeurs', 'en ligne', 'soutien scolaire', 'BtoC']","Plateforme collaborative de cours particuliers"
"ORIENTA","['SSII & NTIC', 'Télecommunication', 'orientation', 'étudiants', 'chatbot', 'BtoC']","Chatbot qui te faire découvrir les meilleures solutions pour ton orientation"
"OPEN X DOM","['SSII & NTIC', 'Cloud', 'ERP', 'CRM', 'SaaS', 'BtoB']","ERP / CRM en mode SaaS"
"BIOSME PARIS","['Mode, Textile, Beauté', 'Cosmétique', 'Microbiome', 'Hygiene', 'Premium', 'Biotech', 'BtoC']","La première marque de produit d'hygiène spécifiquement développée pour préserver le microbiome cutané"
"EVIDENCEB","['Education, Apprentissage', 'Neurones', 'données', 'enseignement', 'personnalisé', 'BtoC']","Neurones et données pour un enseignement personnalisé"
"EDUMOOV","['Education, Apprentissage', 'outils', 'pédagogiques', 'enfants', 'BtoC']","Leader des outils pédagogiques numériques pour la maternelle et l'élémentaire"
"FARMITOO","['Services aux entreprises', 'équipements', 'agricoles', 'fabricants', 'BtoB']","Equipements agricoles en direct des fabricants"
"NAVADRA","['Education, Apprentissage', 'jeu', 'apprentissage', 'maths', 'social', 'BtoC']","Le jeu qui rend l'apprentissage des maths simple, social"
"EPSOR","['Finance', 'Banque, Assurance', 'offre', 'épargne', 'salariale', 'digitale', 'BtoB']","La meilleure offre d'épargne salariale 100% digitale"
"IWIPS","['Education, Apprentissage', 'ingénierie', 'pédagogique', 'formation', 'continue', 'BtoC']","L’ingénierie pédagogique innovante en formation continue"
"WURO","['Services aux entreprises', 'Productivité', 'Logiciel', 'gestion', 'entreprise', 'en ligne', 'BtoB']","Logiciel de gestion d'entreprise en ligne"
"VUAC","['Transport & Logistique', 'Livraison', 'Transport', 'Utilitaires', 'Déménagement', 'Livraison', 'BtoC']","Mise à disposition de véhicule utilitaire avec chauffeur à la demande, dans l'heure ou en planifié"
"PAPITOU","['Art, Culture, Loisirs, Sport', 'Littérature', 'édition', 'livres', 'enfants', 'lecture', 'BtoC']","Imaginer, inventer et lire en s'amusant"
"UTELLME","['Education, Apprentissage', 'education', 'tutoring', 'enterprise', 'Classes', 'virtuelles', 'apprentissage', 'accompagnement', 'BtoC']","Classes virtuelles, apprentissage et accompagnement"
"WORKSHOPS INNOVATION","['Services aux entreprises', 'Conseil', 'workshop', 'formation', 'atelier', 'entreprise', 'innovations', 'ateliers', 'ludiques', 'BtoB']","Sensibilisez vos collaborateurs aux innovations technologiques à travers des ateliers ludiques"
"DIGIFORMA","['Services aux entreprises', 'Conseil', 'edtech', 'elearning', 'outils', 'formation', 'BtoB']","Rendre accessibles à tous les meilleurs outils de formation disponibles sur Internet"
"NODEPAY","['Finance', 'Paiement, Transaction', 'slution', 'Paiement', 'cryptomonnaie', 'BtoB']","Solution de paiements en crypto monnaies pour commerçants"
"BOCKET","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'plateforme', 'collaborative', 'création', 'projet', '3D', 'CAO', 'DAO', 'BtoC', 'BtoB']","Simplifie la production de prototypes en 3D"
"MANZALAB","['Electronique & Composants', 'Réalité Augmentée, Réalité Virtuelle', 'créateur', 'expériences', 'digitales', 'BtoB']","Créateur d’expériences digitales"
"LETSIGNIT","['Services aux entreprises', 'Marketing, communication', 'solution', 'gestion', 'signatures', 'mails', 'BtoB']","Solution révolutionnaire pour gérer vos signatures mails"
"RENOVATION MAN","['Services aux particuliers', 'Services à domicile', 'services', 'particuliers', 'travaux', 'rénovation', 'artisan', 'BtoC']","Accompagne les particuliers dans leurs travaux de rénovation"
"FUTURAYS","['Services aux entreprises', 'Web marketing, publicité en ligne', 'animation 3d', 'publicité', 'placement de produits', 'partenariat', 'animation', 'BtoB']","Startup spécialisée dans l'animation 3D, la publicité, placement de produits, production de films et partenariats"
"VEERTUS","['Mode, Textile, Beauté', 'silhouette', 'match', 'mode', 'collection', 'BtoC']","Faites matcher votre silhouette avec les collections du moment"
"JOOBEEZ","['Emploi, Job', 'services', 'privés', 'particuliers', 'emploi', 'BtoC']","Premier site de services privés entre particuliers en Auvergne Rhône-Alpes"
"JABMO","['Services aux entreprises', 'Productivité', 'plate-forme', 'ABM', 'fabricants', 'mondiaux', 'BtoB']","La plate-forme ABM pour les fabricants mondiaux"
"VARANIDA","['Services aux entreprises', 'Marketing, communication', 'écosystème', 'digital', 'équitable', 'transparent', 'BtoB']","Un écosystème digital équitable et transparent"
"SIMPLIS","['Finance', 'Banque, Assurance', 'Assurance', 'Auto-Entrepreneur', '100% en ligne', 'BtoB']","Première sécurité professionnelle conçue pour les Auto-Entrepreneurs et Indépendants"
"CALAMAGUI","['Art, Culture, Loisirs, Sport', 'Littérature', 'Livre', 'écrit', 'illustré', 'enfant', 'BtoC']","Le livre écrit et illustré par votre enfant"
"KALIGO","['Education, Apprentissage', 'application', 'education', 'educative', 'apprentissage', 'écriture', 'BtoC']","L'application pédagogique d'apprentissage de l'écriture"
"INTERNATIONAL HORIZONS","['Emploi, Job', 'stage', 'étranger', 'formation', 'emploi', 'BtoC']","Partir en stage à l'étranger"
"NEARBY SPORT","['Art, Culture, Loisirs, Sport', 'Sport', 'recherche', 'clu', 'proximité', 'sport', 'BtoC']","Trouvez le meilleur club à proximité"
"FORMALIS DC","['Services aux particuliers', 'Juridique', 'formalités', 'juridique', 'décès', 'BtoC']","Gestion de formalités après décès"
"PLAY'N'PROG","['Education, Apprentissage', 'codage', 'enfants', 'cours', 'edtech', 'BtoC']","Cours de codage hebdomadaire pour enfants de 6 à 11 ans"
"TROUVER OU HABITER","['Immobilier, BTP, Architecture', 'Immobilier', 'endroit', 'habiter', 'location', 'achat', 'immobilier', 'BtoC']","Trouver un endroit où vivre en Ile-de-France"
"SPAREKA","['Electronique & Composants', 'vente', 'en ligne', 'pièces', 'détachées', 'BtoC']","Spécialiste de la vente en ligne de pièces détachées pour la maison"
"STORK EXPRESS","['Transport & Logistique', 'Livraison', 'application', 'collaborative', 'particuliers', 'entreprises', 'expédier', 'acheter', 'BtoB', 'BtoC']","Application collaborative qui permet aux particuliers et entreprises d’expédier, d’acheter et de recevoir des biens"
"TONRDV","['Services aux entreprises', 'Productivité', 'agenda', 'en ligne', 'collaboratif', 'bureau', 'BtoB']","Un agenda partagé en ligne pour simplifier la prise de RDV avec vos clients"
"CAUTIONEO","['Finance', 'solutions', 'cautionnement', 'besoins', 'BtoB']","Des solutions de cautionnement adaptées à vos besoins"
"THINKOVERY","['Education, Apprentissage', 'agence', 'learning', 'smart', 'digital', 'MOOC', 'BtoB']","Agence de digital learning"
"ILUMENS","['Santé, Biotech, Chimie', 'edtech', 'simulation', 'santé', 'BtoB']","Département de simulation en santé"
"QUIZZBOX SOLUTIONS","['Services aux entreprises', 'Productivité', 'Boitier', 'vote', 'interactif', 'Entreprise', 'BtoB']","Boitiers de vote interactif pour l’Entreprise"
"LINOTE","['Services aux particuliers', 'aide-mémoire', 'numérique', 'maintien', 'personnes âgées', 'BtoC']","Aide-mémoire numérique pour le maintien à domicile des personnes âgées"
"ACADEMYK","['Education, Apprentissage', 'Micros-cours', 'vidéo', 'apprentissage', 'edtech', 'elearning', 'BtoB']","Micros-cours vidéo pour votre carrière"
"SAGARANK","['Education, Apprentissage', 'formation', 'emploi', 'numérique', 'BtoC']","Trouvez la formation qui vous fera décrocher un emploi dans le numérique"
"LES CLEFS DE LECOLE","['Education, Apprentissage', 'école', 'éducation', 'apprentissage', 'BtoC']","L'école et les programmes scolaires expliqués aux parents"
"TANU","['Education, Apprentissage', 'test', 'recrutement', 'RH', 'entretien', 'culture', 'numérique', 'BtoB']","Test d’évaluation numérique et plateforme d’(auto)formation à la culture digitale"
"VSI INNOVATION","['SSII & NTIC', 'Curation web, Moteur de recherche', 'seo', 'tracking', 'référencement', 'solution', 'BtoB']","Solution SEO révolutionnaire"
"EVERYTHING","['Services aux particuliers', 'meilleurs', 'sites', 'applis', 'web', 'BtoC']","Les meilleurs sites et applis du web pour améliorer votre quotidien"
"UTILY","['Transport & Logistique', 'Livraison', 'Mise en relation', 'transporter', 'objets', 'volumineux', 'transporteurs', 'BtoC']","Met en relation des personnes souhaitant faire transporter des objets volumineux avec des transporteurs particuliers et professionnels"
"KIDOPASS","['Art, Culture, Loisirs, Sport', 'Sortie', 'conciergerie', 'sortie', 'familles', 'btoC']","Conciergerie en ligne qui crée des journées personnalisées pour les familles"
"APHRICANITY","['Education, Apprentissage', 'plateforme', 'langue', 'apprentissage', 'edtech', 'africaine', 'cuisine', 'BtoC']","Plateforme internet spécialisée dans les cours de langues et de cuisine africaine"
"DIDASK","['Education, Apprentissage', 'développement', 'gamification', 'éducation', 'formation', 'BtoB']","Entreprise de développement d'outils numériques innovants au croisement des secteurs de l'éducation, de la formation, du coaching et du jeu vidéo"
"SMARTWIZ","['Services aux entreprises', 'plateforme', 'multi-services', 'en ligne', 'pilotage', 'activité', 'gestion', 'dépenses', 'paie', 'BtoB']","Plateforme multi-services en ligne pour piloter votre activité"
"INMEMORI","['Services aux entreprises', 'service', 'funéraire', 'décès', 'espace', 'hommage', 'BtoC']","Met à la disposition des familles qui viennent de perdre un proche un espace sécurisé pour rassembler son entourage et rendre hommage à sa vie"
"EXOTRAIL","['Electronique & Composants', 'Drone, Robotique', 'propulsion', 'miniaturisée', 'satellites', 'BtoB']","Solution de propulsion miniaturisée pour les petits satellites"
"PITANGOO","['Education, Apprentissage', 'edtech', 'parcours', 'en ligne', 'éducation', 'elearning', 'BtoC']","Construis le parcours qui te ressemble"
"BULLEMA","['SSII & NTIC', 'Télecommunication', 'Plateforme', 'en ligne', 'Messaging', 'SMS', 'BtoC']","Plateforme en ligne de Messaging B2C par SMS"
"COCOTE","['SSII & NTIC', 'Curation web, Moteur de recherche', 'Éco-Comparateur', 'produits', 'Cashback', 'BtoC']","Éco-Comparateur de produits qui Cashback"
"CVENLIGNE.IO","['SSII & NTIC', 'cv', 'téléchargement', 'word', 'design', 'BtoC']","Exemple et modele CV word gratuit à télécharger"
"PYGMENTO","['Services aux entreprises', 'Services (Autres)', 'réception', 'événementiel', 'badges', 'innovant', 'BtoB']","Commandez vos badges nominatifs en quelques clicks"
"WECHAMP","['Art, Culture, Loisirs, Sport', 'Sport', 'conférenciers', 'athlètes', 'speaker', 'entreprise', 'BtoB']","Conférenciers sportifs et team building athlètes"
"MERCI FACTEUR","['SSII & NTIC', 'Internet', 'cartes', 'modèles', 'envoi', 'BtoC']","Envoi de cartes et courrier et Modèles de texte gratuits"
"CHAP NGO","['SSII & NTIC', 'Internet', 'partage', 'avis', 'adresses', 'amis', 'BtoC']","Partagez vos bonnes adresses entre amis"
"MONSIEUR ROSE","['Voyage, Hébergement', 'réservation', 'hotel', 'piscine', 'cocktail', 'BtoB', 'BtoC']","Profitez des services d'hôtels d'exception, sans y dormir"
"ACTUKINE","['Santé, Biotech, Chimie', 'Diagnostique, Analyse', 'physiotherapie', 'kinésithérapie', 'physiotherapy', 'formation', 'elearning', 'BtoC']","Bases de données des technologies de kinésithérapie basée sur la preuves"
"WRLD","['SSII & NTIC', 'Internet', 'application', 'mobile', 'solomo', 'local', 'réseaux sociaux', 'BtoC']","Accédez aux choses géniales qui se produisent près de chez vous"
"MOBILE PRACTICE","['Services aux entreprises', 'RH', 'Technologie', 'mobile', 'développement', 'personnel', 'professionnel', 'BtoB']","Technologie mobile qui intègre le développement personnel et professionnel dans la vie professionnelle quotidienne"
"MY SWAP BOX","['Transport & Logistique', 'Livraison', 'livraison', 'envoi', 'colis', 'cadeau', 'BtoC']","Plaisir d'offrir, joie de recevoir"
"WRECKS","['Services aux particuliers', 'Services à domicile', 'annonces', 'mécanique', 'location', 'vente', 'BtoC']","Plateforme numéro 1 en France pour les annonces mécanique"
"LOUGAGE","['Mode, Textile, Beauté', 'Vêtements', 'location', 'vêtements', 'accessoires', 'voyages', 'BtoC']","Concept de location de vêtements et accessoires spécialisé dans les voyages"
"GARANTME","['Finance', 'Banque, Assurance', 'garant', 'étudiant', 'assurance', 'BtoC']","Se porte garant pour vous n'importe où en France"
"AFTERDATA","['SSII & NTIC', 'Big Data', 'plateforme', 'Intelligence artificielle', 'data', 'data customer', 'BtoB']","Plateforme de prévision du comportement clients grâce à des algorithmes d'intelligence artificielle"
"GEORGES LE ROBOT COMPTABLE","['Finance', 'Comptabilité', 'robot', 'comptable', 'profession', 'libÃ©rale', 'BtoB']","Le robot comptable des professions libérales"
"WINSTATE","['Services aux entreprises', 'Productivité', 'Collecte', 'feedback', 'appli', 'BtoB']","Collectez du feedback rapidement et de manière structurée"
"ID CITY","['Services aux entreprises', 'Services (Autres)', 'Concertation', 'Démocratie', 'Intelligence Collective', 'CivicTech', 'BtoB']","Plateformes numériques personnalisables permettant aux collectivités et entreprises d’impliquer l’ensemble de leurs parties prenantes dans les prises de décisions"
"NODDIER","['Transport & Logistique', 'Livraison', 'mise en relation', 'particuliers', 'voyage', 'colis', 'BtoC']","Simplifier la mise en relation entre des particuliers qui voyagent et d'autres voulant expédier des colis"
"WATTAMATE","['Services aux particuliers', 'location', 'application', 'colocation', 'immobilier', 'BtoC']","Meilleure application de colocation"
"EASYMEAL","['Restauration, Cuisine, Alimentation', 'Produits conditionnés', 'BIO', 'Distribution Automatique', 'Restauration', 'Snacking Sain', 'Alimentation', 'BtoC']","Un bon plat chaud, prêt en 2 minutes et pour moins de 4 euros"
"STOCKLY","['Transport & Logistique', 'Logistique', 'Stockage', 'camping-cars', 'caravanes', 'bateaux', 'BtoC']","Stockage camping-cars, caravanes et bateaux chez l'agriculteur"
"PRODROIT","['Services aux entreprises', 'Juridique, Administratif', 'legaltech', 'juridique', 'bail', 'commercial', 'BtoB']","La référence juridique du bail commercial"
"SKAVENJI","['Cleantech, Energie', 'consommation', 'énergie', 'contrôle', 'BtoC']","Reprenez le contrôle de votre consommation d'électricité"
"CVDESIGNR","['Emploi, Job', 'cv', 'job', 'emploi', 'candidature', 'lettre', 'modèle', 'anglais', 'espagnol', 'italien', 'allemand', 'néerlandais', 'cvdesignr', 'cvdesigner', 'cv design', 'template', 'BtoB']","Créez votre CV moderne et professionnel en ligne"
"TRADEFEST","['Services aux entreprises', 'Marketing, communication', 'événementiel', 'professionel', 'Platform', 'Events', 'Digital', 'BtoB']","Le TripAdvisor des événements professionnels"
"NOTASTART","['Services aux entreprises', 'Juridique, Administratif', 'trouver', 'notaire', 'prise', 'rendez-vous', 'BtoB', 'BtoC']","Trouver un notaire à Nice, Cannes, Marseille et prenez rendez-vous en ligne"
"FINNOCAR","['Finance', 'Financement', 'Courtier', 'financement', 'automobile', 'BtoB']","Courtier en financement automobile"
"HYPNOLEDGE ","['Education, Apprentissage', 'Apprendre', 'hypnose', 'langue', 'BtoC']","Apprentissage des langues étrangères sous hypnose"
"CELGE","['SSII & NTIC', 'Comparatif', 'logiciel ERP', 'Gestion', 'commerciale', 'CRM', 'BtoB']","Comparatif logiciel ERP, Gestion commerciale, CRM"
"CLEAN CITY","['Cleantech, Energie', 'propreté', 'réseau', 'social', 'clean', 'citoyenneté', 'BtoC']","Le réseau social pour la citoyenneté"
"BLUE BAKELITE","['Electronique & Composants', 'Objets connectés', 'radio', 'vintage', 'bluetooth', 'BtoC']","Transformez votre radio vintage en une enceinte bluetooth de haute qualité"
"RYDE","['Transport & Logistique', 'Moto, Vélo', 'scooter', 'course', 'location', 'partage', 'appli', 'Paris', 'BtoC']","Scooters à partager sur Paris"
"PROMO MOTO","['Transport & Logistique', 'Moto, Vélo', 'vente', 'achat', 'moto', 'marketplace', 'BtoC']","Vente de pièce et accessoire moto"
"CHANGR","['Services aux entreprises', 'Productivité', 'Plateforme', 'influence', 'objectifs', 'stratégie', 'BtoB']","Plateforme web et mobile qui vous permet d'influencer les objectifs stratégiques de votre entreprise"
"ALEPH-NETWORKS","['SSII & NTIC', 'Sécurité', 'crawl', 'search engine', 'big data', 'scrapping', 'BtoB']","Startup éditrice de solutions Big Data et CyberSécurité"
"FREEMIUMPLAY","['Services aux entreprises', 'Services (Autres)', 'carte cadeau', 'carte cadeau digitale', 'entertainment', 'Freemium', 'Premium', 'DRH', 'CE', 'DIRCO', 'RH', 'BtoC']","La carte cadeau Nouvelle Génération"
"PROFONIA","['Electronique & Composants', 'Instrumentation, Capteurs', 'Solution', 'malentendants', 'audioprothésistes', 'ORL', 'BtoC']","Solution pour malentendants, audioprothésistes et ORL"
"ATOLIA","['Services aux entreprises', 'RH', 'collaboration', 'workplace', 'teams', 'travail à distance', 'RH', 'BtoB']","L'application collaborative qui simplifie le travail en équipe"
"SMARTPHONE ID","['Services aux particuliers', 'Services à domicile', 'phto', 'identité', 'smartphone', 'BtoC']","Mettez une photocabine dans votre Smartphone"
"LYKO","['Transport & Logistique', 'Voiture', 'solution', 'partage', 'transport', 'trajets', 'aéroport', 'BtoC', 'CtoC']","Solution de partage de trajets entre la ville et l’aéroport"
"SPACE DESIGNER 3D","['Immobilier, BTP, Architecture', 'BTP, Architecture', 'architecture', 'logiciel', '3D', 'BtoB']","Dessinez vos plans 3D en ligne"
"OUILOVE PARIS","['Voyage, Hébergement', 'Conciergerie', 'Paris', 'Service', 'Prestations', 'Chauffeur', 'Hôtel', 'Restaurant', 'BtoC']","Organisateur de vos soirées à deux"
"ENTOMA PETFOOD","['Restauration, Cuisine, Alimentation', 'Produits conditionnés', 'nourriture', 'animaux', 'petfood', 'insectes', 'pet', 'animal', 'BtoC']","La révolution nutrition pour votre animal de compagnie"
"KABOCHARTS","['Services aux entreprises', 'Marketing, communication', 'audiovisuel', 'motion design', ""films d'entreprises"", 'vidéos', 'publicité', 'BtoB', 'corporate', 'films', 'audiovisuelle', 'boite de production', 'realisation video', 'movie', 'captation video', 'realisation de films promotionnels', 'scénarisation', 'storyboard', 'lyon', 'paris', 'montage', 'kabocharts', 'cabochards', ""kaboch'arts"", 'video corporate', 'creation film', 'brand', 'french']","Agence de production vidéo à Lyon"
"INSOLITE TRAVEL","['Voyage, Hébergement', 'voyage', 'tourisme', 'insolite', 'france', 'BtoC']","Organisez votre séjour 100% insolite en France"
"SFBA","['Services aux entreprises', 'RH', 'Logiciel', 'end-to-end', 'cabinets', 'recrutement', 'assistances', 'techniques', 'BtoB']","Logiciel end-to-end spécialisé dans les cabinets de recrutement et assistances techniques"
"KADORESTO","['Restauration, Cuisine, Alimentation', 'Services', 'offrir', 'restaurant', 'cadeau', 'BtoC']","Offrez un restaurant de caractère"
"GERANT IMMO","['Immobilier, BTP, Architecture', 'Immobilier', 'gestion', 'locative', 'immobilier', 'outil', 'BtoB']","Gestion locative en ligne gratuite"
"SKEWER LAB","['SSII & NTIC', 'Media', 'solution', 'vidéo', 'prédictive', 'BtoB']","La première solution de vidéo prédictive"
"PARIS ATTITUDE","['Immobilier, BTP, Architecture', 'Immobilier', 'location', 'immobilier', 'expatriés', 'corporate', 'paris', 'mobilité', 'meublé', 'BtoC']","Un appartement prêt à vivre à Paris"
"ALSAPASS","['SSII & NTIC', 'application', 'consommer', 'local', 'malin', 'BtoC']","Application qui permet de relayer une offre commerciale pour que tout le monde puisse la consulter et en profiter depuis son smartphone"
"BIOMATHEMATICA","['Santé, Biotech, Chimie', 'génétique', 'bioinformatique', 'mathématiques', 'microbe', 'BtoB']","Exploiter le pouvoir de la génétique, de la bioinformatique et des mathématiques pour décrypter le monde microbien"
"ADACTIVE","['SSII & NTIC', 'services', 'géolocalisation', '3D', '2D', 'BtoB']","Services géolocalisés"
"FINKEY","['Services aux entreprises', 'Productivité', 'développement', 'renforcement', 'opportunités', 'affaires', 'financeurs', 'entrepreneurs-dirigeants', 'conseillers', 'financement', 'BtoB']","Développer et renforcer les opportunités d’affaires entre financeurs, entrepreneurs-dirigeants et conseillers en financement"
"NEXTUS LAB","['Electronique & Composants', 'prototypage', 'inspection BGA', 'Assemblage', 'circuits imprimés', 'BtoB']","Atelier assemblage cartes électroniques"
"DEFTHEDGE","['Services aux entreprises', 'Productivité', 'solution', 'gestion', 'risques', 'change', 'BtoB']","Adoptez la bonne stratégie de gestion du risque pour protéger vos marges"
"IZILAW","['Services aux entreprises', 'Juridique, Administratif', 'huissier', 'avocat', 'notaire', 'droit', 'justice', 'prise de rdv en ligne', 'Legaltech', 'justiciable', 'BtoC', 'BtoB', 'professionnel du droit']","Plateforme de prise de rdv en ligne pour les professionnels du droit (avocats, huissiers, notaires)"
"NUMERIZED","['Electronique & Composants', 'Impression 3D', 'technologie', '3D', 'SaaS', 'ecommerce', 'BtoB']","Startup technologique française spécialisée dans la 3D"
"GANGZ","['Emploi, Job', 'connecte', 'mannequins', 'professionnels', 'talents', 'BtoC']","Les pros et les talents n'ont jamais été si bien connectés"
"INSTANT DE LIBERTE","['Voyage, Hébergement', 'coach', 'organisation', 'voyage', 'conseil', 'BtoC']","Coach et Conseiller voyage"
"BYEBYECOLIS","['Transport & Logistique', 'Livraison', 'colis', 'livraison', 'covoiturage', 'particuliers', 'BtoC']","Le colis voiturage malin"
"HAVR","['Electronique & Composants', 'Objets connectés', 'gestion', 'accès', 'numérique', 'clé', 'BtoC']","La solution pour gérer ses accès numériques"
"WASTE IS MORE","['Mode, Textile, Beauté', 'Accessoires', 'déchets', 'design', 'innovation', 'BtoB']","Revalorisation des déchets par le Design & l'Innovation"
"ADOPTE TON CHAT","['Services aux particuliers', 'refuge', 'adopter', 'rencontre', 'chats', 'humains', 'BtoC']","Site de rencontre pour chats et humains"
"WISTIM","['Santé, Biotech, Chimie', 'Services', 'plateforme', 'gestion', 'communication', 'parcours', 'échanges', 'patients', 'médecins', 'BtoB', 'BtoC']","Plateforme de gestion et communication du parcours de soin qui aide à simplifier les échanges patients-médecins"
"INDEPENDANT.IO","['Emploi, Job', 'comparateur', 'travail', 'emploi', 'freelance', 'BtoC']","Comparateur pour travailleur indépendant"
"WISEBIM","['SSII & NTIC', 'IA for BIM', '3D', 'building', 'ifc', 'modelisation', 'batiment', 'maquette numerique', 'BtoB']","Génération automatique de la maquette numérique BIM en 3D à partir des plans 2D"
"R++","['SSII & NTIC', 'Big Data', 'Langage', 'logiciel', 'analyse', 'statistique', 'BtoB']","Langage et logiciel d’analyse statistique haute performance"
"MAILTHINKER","['Services aux entreprises', 'Marketing, communication', 'Solution', 'SaaS', 'email marketing', 'BtoB']","Solution SaaS d'email marketing unique sur le marché"
"FUTURESCORE.IO","['SSII & NTIC', 'Big Data', 'enquête client', 'intelligence artificielle', 'data', 'BtoB']","Associe l'enquête client à l'intelligence artificielle"
"EMSPROTO","['Electronique & Composants', 'prototype', 'electronique', 'Chiffrage en ligne', 'pcba']","Assembleur en ligne de cartes électroniques"
"DYVEM","['Electronique & Composants', 'Objets connectés', 'développement', 'marketing', 'industriel', 'IoT', 'industrie', 'BtoB']","L'accélérateur de votre développement marketing industriel, IoT, industrie du futur"
"AKILAE","['Services aux entreprises', 'Productivité', 'Solutions', 'e-commerce', 'omnicanal', 'CRM', 'Saas', 'BtoB']","Solutions e-commerce omnicanal CRM Saas pour les PME"
"DESSIA TECHNOLOGIES","['SSII & NTIC', 'logiciel', 'conception', 'ingénierie', 'intelligence artificielle', 'BtoB']","Développe un logiciel de conception en ingénierie basé sur une intelligence artificielle innovante"
"BATTAKARST","['Electronique & Composants', 'Drone, Robotique', 'solution', 'robotisée', 'intervention', 'canalisation', 'BtoB']","La solution robotisée capable d’intervenir en intérieur de canalisation"
"LOTOMATE","['Services aux entreprises', 'Productivité', 'Solution', 'automatisation', 'tâches', 'faible valeur ajoutée', 'BtoB']","Solution d'automatisation des tâches à faible valeur ajoutée"
"FOULEFACTORY","['Emploi, Job', 'Externalisation', 'emploi', 'crowd labor', 'BtoB']","Externalisez vos tâches grâce au crowd labor"
"KIDSPLACE","['Services aux particuliers', 'Services à domicile', 'garde', 'enfants', 'proximité', 'BtoC']","Faites garder vos enfants par des professionnels proches de chez vous"
"LEGALS","['Services aux entreprises', 'Juridique, Administratif', 'juridique', 'plateforme', 'entreprise', 'legaltech', 'BtoB']","Plateforme pour répondre aux principales problématiques du Chef d’entreprise et de ses conseillers"
"DOYOUSPEAKIMMO","['Immobilier, BTP, Architecture', 'Immobilier', 'rapproche', 'particuliers', 'professionnels', 'immobilier', 'BtoC']","Rapproche les particuliers et les professionnels de l’immobilier"
"Cikaba","['Services aux entreprises', 'RH', 'Accueil sécurité', 'HSE', 'QSE', 'prévention sécurité', 'risques professionnels', 'formation']","Solution SaaS HSE : le nouveau standard pour la formation et la sensibilisation QHSE et pour l'accueil sécurité"
"LOKALEE","['Services aux particuliers', 'journal', 'partage', 'témoin', 'réseau', 'BtoC']","Permet de partager avec les gens autour de vous, les événements dont vous êtes témoin"
"DATELY","['Services aux particuliers', 'rencontre', 'événement', 'participant', 'BtoC']","Rencontre les participants de tes évènements"
"WE DRESS FAIR","['Mode, Textile, Beauté', 'Vêtements', 'mode', 'vêtements', 'éthiques', 'responsables', 'BtoC']","Trouver des vêtements de belles marques éthiques et responsables"
